donor_id_8thAvenue                 0.005319
donor_id_AGRUSA                    0.005319
donor_id_Abbott                    0.494681
donor_id_Aldi                      0.010638
donor_id_AllenCanning              0.042553
donor_id_Armour                    0.069149
donor_id_Athens                    0.186170
donor_id_Atlanta                   0.462766
donor_id_Augusta                   0.074468
donor_id_B&G                       0.005319
donor_id_Barilla                   0.776596
donor_id_BasicAmerican             0.005319
donor_id_Bayer                     0.063830
donor_id_Blue Diamond Growers      0.010638
donor_id_Brill                     0.005319
donor_id_Bumblebee                 0.031915
donor_id_Califia                   0.005319
donor_id_CampbellSoup              0.005319
donor_id_Cargill                   0.005319
donor_id_Chairmans Foods           0.010638
donor_id_Chicken of the sea        0.005319
donor_id_ChickfilA                 0.010638
donor_id_Chobani                   0.005319
donor_id_Clorox                    0.058511
donor_id_CocaCola                  0.042553
donor_id_ConAgraDairy              0.154255
donor_id_ConAgraFoods              1.079787
donor_id_ConAgraFrozen             0.042553
donor_id_ConAgraGrocery            1.026596
donor_id_ConAgraLogistics          0.010638
donor_id_ConAgraPotato             0.574468
donor_id_ConAgraRefrigerated       0.015957
donor_id_ConAgraSnackFoods         0.015957
donor_id_Consorzi                  0.005319
donor_id_Continental               0.175532
donor_id_Danone                    0.047872
donor_id_Delmontefoods             0.021277
donor_id_DiamondFoods              0.015957
donor_id_Dole                      0.170213
donor_id_Dunkin                    0.005319
donor_id_Duracell                  0.010638
donor_id_Faribault                 0.015957
donor_id_FarmlandFoods             0.010638
donor_id_Freiberger                0.058511
donor_id_Frito                     0.010638
donor_id_GHOST                     0.005319
donor_id_GMILLS                    0.446809
donor_id_Gmills                    0.031915
donor_id_Headquarters              0.005319
donor_id_Heinz                     0.186170
donor_id_Henkel                    0.053191
donor_id_HersheyChocolate          0.574468
donor_id_Hersheychocolate          0.010638
donor_id_Hormel                    0.005319
donor_id_JRSIMPLOT                 0.021277
donor_id_JohnMorrell               0.026596
donor_id_Johnson                   0.010638
donor_id_KRAFT                     0.345745
donor_id_KaChava                   0.010638
donor_id_Karlin                    0.005319
donor_id_Kdrp                      0.005319
donor_id_Kellogg                   1.319149
donor_id_Kenvue                    0.037234
donor_id_Kikkoman                  0.031915
donor_id_KimClark                  0.005319
donor_id_Kinkos                    0.010638
donor_id_Kraft                     1.042553
donor_id_KraftBiscuit              0.271277
donor_id_LDSChurch                 0.005319
donor_id_LambWeston                0.026596
donor_id_LandOLakes                0.079787
donor_id_Lopez Foods               0.010638
donor_id_MONDELEZ                  0.313830
donor_id_Macon                     0.159574
donor_id_Mars                      0.069149
donor_id_MarsFood                  0.074468
donor_id_McCainFoods               0.074468
donor_id_McDonalds                 0.005319
donor_id_MilwaukeeZC               0.010638
donor_id_Mondelez                  0.425532
donor_id_Morton                    0.010638
donor_id_NESTLE                    0.010638
donor_id_Nestle                    0.404255
donor_id_NestleHandHeld            0.085106
donor_id_Newman                    0.015957
donor_id_Niagara                   0.021277
donor_id_Nutrisystem               0.026596
donor_id_OceanSpray                0.095745
donor_id_PACIFICCOASTPRODUCERS     0.015957
donor_id_PEPSI                     0.005319
donor_id_PGCompany                 0.521277
donor_id_Panera                    0.095745
donor_id_PatrickCudahy             0.015957
donor_id_Penske                    0.005319
donor_id_PenskeTX                  0.021277
donor_id_PerdueFarms               0.015957
donor_id_PinnacleFood              0.196809
donor_id_Plexus Worldwide          0.010638
donor_id_PremierNutrition          0.122340
donor_id_Quaker                    0.361702
donor_id_RiseBaking                0.005319
donor_id_SCJohnson                 0.010638
donor_id_SEASHARE                  0.005319
donor_id_SENECA                    0.005319
donor_id_STARBUCKS                 0.015957
donor_id_SaraLeeFB                 0.010638
donor_id_Savannah                  0.026596
donor_id_Schreiber                 0.085106
donor_id_SchwansBakery             0.031915
donor_id_SchwansFoodServ           0.117021
donor_id_SchwansGlobal             0.015957
donor_id_SeaShare                  0.037234
donor_id_Seneca                    0.117021
donor_id_SmithfieldPacking         0.015957
donor_id_Smithfieldfoods           0.005319
donor_id_South Beach LLC           0.015957
donor_id_SouthBeach                0.085106
donor_id_Southeasternmills         0.015957
donor_id_StarRDC                   0.010638
donor_id_StarSuppliers             0.207447
donor_id_Starbucks                 0.047872
donor_id_Sunsweet                  0.074468
donor_id_The Honey Pot Co          0.005319
donor_id_Tradex                    0.005319
donor_id_TreeHouse                 0.101064
donor_id_TreeHouseFoods            0.265957
donor_id_TreeHousePrivateBrands    0.005319
donor_id_Treehouse                 0.010638
donor_id_Tropicana                 0.111702
donor_id_Tyson                     0.010638
donor_id_UNFI                      0.010638
donor_id_UncleBens                 0.196809
donor_id_Unclebens                 0.005319
donor_id_Unilever                  0.010638
donor_id_Valdosta                  0.473404
donor_id_VictoryPackaging          0.005319
donor_id_VisualPak                 0.005319
donor_id_VitaCoco                  0.010638
donor_id_WALGREEN                  0.005319
donor_id_WALMART                   0.021277
donor_id_WKKellogg                 0.042553
donor_id_WRIGLEY                   0.010638
donor_id_Walgreen                  0.281915
donor_id_Welchs                    0.031915
donor_id_Wendys                    0.005319
donor_id_WestonFoods               0.005319
donor_id_Wrigley                   0.079787
donor_id_Yowie                     0.021277
donor_id_advance                   0.111702
donor_id_aldi                      0.005319
donor_id_aryzta                    0.005319
donor_id_bayer                     0.005319
donor_id_continental               0.010638
donor_id_cott                      0.005319
donor_id_danone                    0.005319
donor_id_diamondfoods              0.010638
donor_id_dollargeneral             0.015957
donor_id_dollartree                0.005319
donor_id_duracell                  0.031915
donor_id_fano                      0.021277
donor_id_fini                      0.005319
donor_id_frito                     0.005319
donor_id_gmills                    0.085106
donor_id_greenleaf                 0.005319
donor_id_happyhealthy              0.005319
donor_id_kingarthur                0.015957
donor_id_kings                     0.010638
donor_id_kraft                     0.010638
donor_id_lambweston                0.106383
donor_id_mars                      0.005319
donor_id_mondelez                  0.010638
donor_id_nestle                    0.101064
donor_id_panera                    0.015957
donor_id_pgcompany                 0.010638
donor_id_postconsumer              0.127660
donor_id_scjohnson                 0.154255
donor_id_smucker                   0.180851
donor_id_snyders                   0.015957
donor_id_starsuppliers             0.005319
donor_id_sysco                     0.005319
donor_id_target                    0.005319
donor_id_tivityhealth              0.005319
donor_id_tradex                    0.010638
donor_id_treehouse                 0.053191
donor_id_unclebens                 0.005319
donor_id_voss                      0.090426
donor_id_walgreen                  0.042553
donor_id_wrigley                   0.010638
